i,target_i,voltage,wind_velocity,rpm,tsr,efficiency
0.027,0.027,12.570,14.8264,1880.90,1.2355,0.914056131801439
0.027,0.027,12.600,14.9472,1882.47,1.2265,0.894202202416645
0.027,0.027,12.580,15.0064,1883.02,1.2221,0.882258421308738
0.027,0.027,12.600,15.0352,1883.81,1.2202,0.87859280718992
0.027,0.027,12.630,15.0888,1885.07,1.2167,0.871332616575287
0.027,0.027,12.540,15.0616,1884.36,1.2184,0.869819089340232
0.027,0.028,12.430,15.0616,1883.10,1.2176,0.862189097328475
0.027,0.028,12.470,15.0900,1881.61,1.2144,0.860089134093248
0.029,0.028,12.400,15.0340,1881.84,1.2190,0.928917207801969
0.027,0.028,12.520,15.0340,1883.81,1.2203,0.873223506466568
0.029,0.028,12.570,14.9244,1882.23,1.2283,0.962550662370971
0.027,0.028,12.420,14.8972,1880.66,1.2295,0.890332809278287
0.029,0.028,12.620,14.8972,1881.21,1.2298,0.971682476112804
0.027,0.028,12.440,14.9244,1880.58,1.2272,0.886899614509538
0.027,0.028,12.600,14.8652,1879.80,1.2316,0.909081881181372
0.027,0.028,12.480,14.8924,1877.84,1.2280,0.895499266704596
0.027,0.028,12.330,14.8924,1878.46,1.2284,0.884736054364397
0.029,0.029,12.310,14.9484,1878.07,1.2236,0.93810809187117
0.029,0.029,12.290,14.8924,1878.70,1.2286,0.947189261770493
0.029,0.029,12.320,14.8924,1877.60,1.2279,0.949501359236165
0.029,0.029,12.430,14.9768,1878.62,1.2216,0.94187441189993
0.029,0.029,12.470,15.0112,1877.68,1.2182,0.938424160073519
0.029,0.029,12.380,14.9520,1877.13,1.2227,0.942761286160528
0.029,0.029,12.380,14.8928,1876.43,1.2271,0.954048676756044
0.029,0.030,12.310,15.0076,1874.55,1.2165,0.927050251307826
0.030,0.030,12.410,15.1416,1874.16,1.2054,0.941366396854387
0.030,0.030,12.380,15.1144,1874.00,1.2075,0.944169848672285
0.030,0.030,12.450,15.0856,1873.30,1.2094,0.95495697403134
0.030,0.030,12.240,15.0568,1872.76,1.2113,0.944246948930586
0.030,0.030,12.370,14.9760,1871.82,1.2173,0.969805009033737
0.030,0.030,12.330,14.9760,1871.82,1.2173,0.966669018705414
0.030,0.031,12.490,15.0604,1871.59,1.2103,0.962842242210244
0.031,0.031,12.370,14.9760,1871.43,1.2170,1.00213184266819
0.031,0.031,12.280,14.9456,1870.42,1.2188,1.00092366894665
0.030,0.031,12.430,15.0016,1869.26,1.2135,0.969528549359771
0.032,0.032,12.180,15.0304,1868.79,1.2109,1.00755001507618
0.031,0.032,12.260,14.9712,1867.63,1.2149,0.994176035623194
0.033,0.032,12.230,14.9424,1867.94,1.2175,1.06184294400007
0.031,0.032,12.320,14.8864,1869.72,1.2232,1.01621198194147
0.033,0.032,12.170,14.9728,1868.87,1.2156,1.05021063123598
0.033,0.032,12.200,14.9456,1868.01,1.2172,1.05855802542273
0.031,0.032,12.310,14.9168,1865.54,1.2180,1.00919179023989
0.031,0.032,12.270,14.8608,1865.85,1.2228,1.01732718800958
0.033,0.032,12.200,14.8608,1866.70,1.2233,1.07678293738375
0.033,0.032,12.160,14.9200,1864.92,1.2173,1.06052767992795
0.033,0.033,12.300,14.8916,1865.85,1.2202,1.0788869187728
0.033,0.033,12.120,14.9508,1867.94,1.2168,1.05051976251216
0.033,0.033,12.210,14.9508,1867.55,1.2165,1.05832065183775
0.033,0.033,12.270,15.0656,1867.47,1.2072,1.03939390998423
0.033,0.034,12.080,15.0372,1866.93,1.2091,1.0291078922127
0.035,0.034,12.260,14.9320,1867.01,1.2177,1.13132017886398
0.033,0.034,12.140,14.9032,1865.00,1.2187,1.0623680479611
0.035,0.034,12.090,14.9320,1865.46,1.2167,1.11563303119621
0.033,0.034,12.180,14.9608,1864.69,1.2138,1.05360479702682
0.035,0.034,12.020,15.0416,1861.14,1.2050,1.08510401081718
0.033,0.034,12.110,15.0688,1862.06,1.2034,1.02518687973285
0.035,0.035,12.250,15.1184,1861.37,1.1991,1.08909960582664
0.035,0.035,12.080,15.1472,1861.14,1.1966,1.06787117077921
0.035,0.035,12.140,15.2336,1860.45,1.1894,1.05501843984894
0.035,0.035,12.020,15.2336,1859.91,1.1891,1.04458992149788
0.035,0.035,12.180,15.2336,1858.53,1.1882,1.05849461263263
0.035,0.035,12.160,15.3200,1855.54,1.1796,1.03897784335885
0.035,0.035,11.950,15.3488,1854.47,1.1767,1.01529823452626
0.035,0.035,12.150,15.4048,1854.08,1.1722,1.02107370500111
0.035,0.035,12.030,15.3776,1854.62,1.1746,1.01636325331553
0.035,0.035,12.180,15.4332,1852.94,1.1693,1.01795444372902
0.035,0.035,11.930,15.4332,1853.47,1.1696,0.997060469104044
0.036,0.036,12.060,15.4028,1853.09,1.1717,1.04287376536584
0.036,0.036,11.910,15.4028,1853.24,1.1718,1.02990269863243
0.036,0.036,12.060,15.4300,1852.86,1.1695,1.03736834891812
0.036,0.037,12.030,15.4028,1852.56,1.1713,1.04027955201916
0.038,0.037,11.880,15.3740,1851.11,1.1726,1.09048669167669
0.036,0.037,11.910,15.3740,1851.11,1.1726,1.0357014751092
0.038,0.037,11.840,15.2248,1851.41,1.1843,1.11908087307761
0.038,0.037,12.080,15.2248,1852.10,1.1847,1.14176494482918
0.038,0.037,12.160,15.2248,1851.19,1.1842,1.14932630207971
0.037,0.037,11.830,15.2536,1849.59,1.1809,1.08255599838088
